APA number,ACC number,ACC Name,Address,Suburb / Town,From,To
906,495,SULLIVAN NICOLAIDES PATH,WARWICK FRIENDLY SOCIETY SE 3 53 WOOD ST,WARWICK QLD 4370,01/09/2002,30/06/2027
906,497,SULLIVAN NICOLAIDES PATH,SE 6 76 ENOGGERA RD,NEWMARKET QLD 4051,01/09/2002,30/06/2027
906,499,SULLIVAN NICOLAIDES PATH,SE 2 27 NORMAN ST,GORDONVALE QLD 4865,01/09/2002,30/06/2027
906,501,SULLIVAN NICOLAIDES PATH,PATHOLOGY SUITE SHOP 5 G 80 ALBANY ST,COFFS HARBOUR NSW 2450,01/07/2008,30/06/2027
906,502,SULLIVAN NICOLAIDES PATH,MALANDA ARCADE U 1 15 CATHERINE ST,MALANDA QLD 4885,01/09/2002,30/06/2027
906,503,SULLIVAN NICOLAIDES PATH,PATH SE HOLLAND PARK G/P 1173 LOGAN RD,HOLLAND PARK QLD 4121,01/09/2002,30/06/2027
906,510,SULLIVAN NICOLAIDES PATH,U 2 30 MABEL ST,ATHERTON QLD 4883,01/09/2002,30/06/2027
906,512,SULLIVAN NICOLAIDES PATH,MANOR APARTMENTS LOT 6 G 289 QUEEN ST,BRISBANE QLD 4001,01/09/2002,30/06/2027
906,515,SULLIVAN NICOLAIDES PATH,ST ANDREWS HOSP PATH SE LG 280 NORTH ST,TOOWOOMBA QLD 4350,01/09/2002,30/06/2027
906,516,SULLIVAN NICOLAIDES PATH,TENANCY 3 146 DRAYTON RD,HARRISTOWN QLD 4350,01/07/2008,30/06/2027
906,517,SULLIVAN NICOLAIDES PATH,PATH SE GREENSLOPE PRI HOSP L 2 121 NEWDEGATE ST,GREENSLOPES QLD 4120,01/09/2002,30/06/2027
906,521,SULLIVAN NICOLAIDES PATH,SH 18 FRASER SHORES S/C 79 BOAT HARBOUR DR,PIALBA QLD 4655,01/09/2002,30/06/2027
906,522,SULLIVAN NICOLAIDES PATH,HIGHFIELDS CENTRAL PLAZA SE 4A&4B 2 PLAZA CIR,HIGHFIELDS QLD 4352,01/09/2002,30/06/2027
906,525,DOUGLASS HANLY MOIR PATH,PATH SE BLAYNEY DIST HOSP 3 OSMAN ST,BLAYNEY NSW 2799,01/07/2008,30/06/2027
906,528,SULLIVAN NICOLAIDES PATH,44 FITZROY ST,NANANGO QLD 4615,01/09/2002,30/06/2027
906,529,SULLIVAN NICOLAIDES PATH,ST VINCENT PVT HOSP NTHSIDE SE G13 G 627 RODE RD,CHERMSIDE QLD 4032,01/07/2008,30/06/2027
906,530,SULLIVAN NICOLAIDES PATH,PTH RM LISMORE CLC & MC 183-185 MOLESWORTH ST,LISMORE NSW 2480,01/09/2002,30/06/2027
906,534,MELBOURNE PATHOLOGY,PATH ROOM THE TOORAK CLINIC G 575 MALVERN RD,TOORAK VIC 3142,01/07/2007,30/06/2027
906,535,SULLIVAN NICOLAIDES PATH,PTH SE FRIENDLY SOCIETY HOS G 19-23 BINGERA ST,BUNDABERG QLD 4670,01/09/2002,30/06/2027
906,536,SULLIVAN NICOLAIDES PATH,PATHOLOGY SUITE 20-24 PALM BEACH AVE,PALM BEACH QLD 4221,01/09/2002,30/06/2027
906,542,CAPITAL PATHOLOGY,PATH RM CURALO MEDICAL CLNC 60 PRINCESS HWY,EDEN NSW 2551,01/07/2007,30/06/2027
906,543,SULLIVAN NICOLAIDES PATH,HIGHLAND HLTH CTR PATH SE 95 ALEXANDER DR,NERANG QLD 4211,01/09/2002,30/06/2027
906,547,SULLIVAN NICOLAIDES PATH,SE 1 125 DALLEY ST,MULLUMBIMBY NSW 2482,01/09/2002,30/06/2027
906,554,SULLIVAN NICOLAIDES PATH,PATH RM DOWNS RURAL MEDICAL 5 CHERRY ST,OAKEY QLD 4401,01/07/2008,30/06/2027
906,558,SULLIVAN NICOLAIDES PATH,WESTERN CROSSING SHOPS U 1 10 SHORT ST,EMERALD QLD 4720,01/10/2002,30/06/2027
906,561,DOUGLASS HANLY MOIR PATH,SH 5B THE VALLEY PLAZA MC 187 WILSON RD,GREEN VALLEY NSW 2168,14/10/2002,30/06/2027
906,563,CLINPATH LABORATORIES,PATH SUITE MAWSON MED CNTR 390 BRIGHTON RD,HOVE SA 5048,01/07/2008,30/06/2027
906,568,DOUGLASS HANLY MOIR PATH,TUMUT CONNECTION SHOP 7 G 52-54 RUSSELL ST,TUMUT NSW 2720,09/12/2002,30/06/2027
906,570,DOUGLASS HANLY MOIR PATH,SHOP 14A-17 180-190 SWALLOW DR,ERSKINE PARK NSW 2759,02/01/2003,30/06/2027
906,572,SULLIVAN NICOLAIDES PATH,SH FS006 MT OMMANEY CTR G 171 DANDENONG RD,MOUNT OMMANEY QLD 4074,20/01/2003,30/06/2027
906,573,DOUGLASS HANLY MOIR PATH,KASLAND SHOP 3 G 6 SOMERSET AVE,NARELLAN NSW 2567,20/01/2003,30/06/2027
906,582,CLINIPATH PATHOLOGY,U 3 114 ILLAWARRA CRES S,BALLAJURA WA 6066,01/05/2003,30/06/2027
906,583,CLINIPATH PATHOLOGY,PATH SUITE BAYSWATER MC 433-437 GUILDFORD RD,BAYSWATER WA 6053,01/05/2003,30/06/2027
906,584,CLINIPATH PATHOLOGY,PATH RM PIVET MEDICAL CNTR 166-168 CAMBRIDGE ST,LEEDERVILLE WA 6007,01/05/2003,30/06/2027
906,587,CLINIPATH PATHOLOGY,MORLEY MEDICAL PRACTICE SE 2 G 312 WALTER RD W,MORLEY WA 6062,01/05/2003,30/06/2027
906,590,CLINIPATH PATHOLOGY,PATHOLOGY ROOM 182 SCARBOROUGH BEACH RD,DOUBLEVIEW WA 6018,01/05/2003,30/06/2027
906,593,CLINIPATH PATHOLOGY,KINGSWAY MEDICAL CENTRE SE 4 168 WANNEROO RD,MADELEY WA 6065,01/05/2003,30/06/2027
906,594,CLINIPATH PATHOLOGY,PATH SUITE POINT WALTER M/C G 322-324 CANNING HWY,BICTON WA 6157,01/05/2003,30/06/2027
906,603,CLINIPATH PATHOLOGY,PATH SE SORRENTO D/C 32 SEACREST DR,SORRENTO WA 6020,01/05/2003,30/06/2027
906,605,CLINIPATH PATHOLOGY,LVL 1 SE 102 COTTESLOE M/C 525 STIRLING HWY,COTTESLOE WA 6011,01/05/2003,30/06/2027
906,608,CLINIPATH PATHOLOGY,PATH RMS DALKEITH MED CTR SE 17A 81 WARATAH AVE,DALKEITH WA 6009,01/05/2003,30/06/2027
906,609,CLINIPATH PATHOLOGY,PATH RM GRANTHAM HOUSE M/C 89 ESSEX ST,WEMBLEY WA 6014,01/05/2003,30/06/2027
906,611,MELBOURNE PATHOLOGY,GLEN IRIS PRIVATE 314-318 WARRIGAL RD,GLEN IRIS VIC 3146,01/07/2008,30/06/2027
906,615,CLINIPATH PATHOLOGY,PTH SE AUSTRALIND MC & SKIN 1 MULGARA ST,AUSTRALIND WA 6233,01/05/2003,30/06/2027
906,620,DOUGLASS HANLY MOIR PATH,SHOPS 6 & 8 45 CANTON BEACH RD,TOUKLEY NSW 2263,19/05/2003,30/06/2027
906,621,HOBART PATHOLOGY,BUILDING A 6 SUNDERLAND ST,MOONAH TAS 7009,01/07/2008,30/06/2027
906,622,SULLIVAN NICOLAIDES PATH,CONS RM 7 KURANDA MED SERV 33 BARANG ST,KURANDA QLD 4881,18/06/2003,30/06/2027
906,624,DOUGLASS HANLY MOIR PATH,PATH SE ST IVES M/C SH 127 L 2 166 MONA VALE RD,ST IVES NSW 2075,01/07/2003,30/06/2027
906,625,DOUGLASS HANLY MOIR PATH,66 CAMERON ST,WAUCHOPE NSW 2446,14/07/2003,30/06/2027
906,629,SULLIVAN NICOLAIDES PATH,PTH SE GOONDIWINDI MED PRAC 49 BOWEN ST,GOONDIWINDI QLD 4390,01/07/2008,30/06/2027
906,631,SULLIVAN NICOLAIDES PATH,BANGALOW MEDICAL CENTRE SE 2 1A BALLINA RD,BANGALOW NSW 2479,08/09/2003,30/06/2027
906,632,SULLIVAN NICOLAIDES PATH,PATH SE TOWNSVILLE FAM MC 55 KEANE ST,CURRAJONG QLD 4812,01/07/2008,30/06/2027
906,633,CLINIPATH PATHOLOGY,1 PEELWOOD PDE,HALLS HEAD WA 6210,01/07/2008,30/06/2027
906,634,SULLIVAN NICOLAIDES PATH,PATH SE ST STEPHENS M/C G 166 JOHN ST,MARYBOROUGH QLD 4650,20/09/2003,30/06/2027
906,635,SULLIVAN NICOLAIDES PATH,32 FULLHAM RD,PIMLICO QLD 4812,20/09/2003,30/06/2027
906,637,DOUGLASS HANLY MOIR PATH,SHOP 1 G 19A LETITIA ST,OATLEY NSW 2223,22/09/2003,30/06/2027
906,640,MELBOURNE PATHOLOGY,PATH SE GOLDEN CITY MED CLC 41 EAGLEHAWK RD,BENDIGO VIC 3550,01/07/2008,30/06/2027
906,641,MELBOURNE PATHOLOGY,SE G.07A 8 9 EPPING PH & MC G 230 COOPER ST,EPPING VIC 3076,01/07/2008,30/06/2027
906,643,DOUGLASS HANLY MOIR PATH,SHOP 3 G 115 SAILORS BAY RD,NORTHBRIDGE NSW 2063,01/07/2008,30/06/2027
906,644,SULLIVAN NICOLAIDES PATH,CORAL COAST PLAZA SHOP 3 20 BAUER ST,BARGARA QLD 4670,03/11/2003,30/06/2027
906,645,MELBOURNE PATHOLOGY,PATH RM MOOROOLBARK MED CTR 19 MANCHESTER RD,MOOROOLBARK VIC 3138,01/07/2008,30/06/2027
906,647,DOUGLASS HANLY MOIR PATH,SHOP 51 314-324 BAY ST,BRIGHTON-LE-SAND NSW 2216,10/11/2003,30/06/2027
906,649,CLINPATH LABORATORIES,PATH AREA WOODCROFT M/C 1 SIR JAMES HARDY WAY,WOODCROFT SA 5162,01/12/2003,30/06/2027
906,650,SULLIVAN NICOLAIDES PATH,SHOP 2 6-8 GEORGE CANNON DR,MOUNT SHERIDAN QLD 4868,01/07/2008,30/06/2027
906,651,SULLIVAN NICOLAIDES PATH,LOT 19B PACIFIC ON COOLUM 21 BIRTWILL ST,COOLUM BEACH QLD 4573,22/12/2003,30/06/2027
906,656,DOUGLASS HANLY MOIR PATH,P/S RAILWAY ST M/C SE 1 3 6 G 7-11 RAILWAY ST,BAULKHAM HILLS NSW 2153,27/01/2004,30/06/2027
906,657,SULLIVAN NICOLAIDES PATH,U 2 589 OLD CLEVELAND RD,CAMP HILL QLD 4152,09/02/2004,30/06/2027
906,664,CAPITAL PATHOLOGY,SHOP 2 190 SHARP ST,COOMA NSW 2630,08/03/2004,30/06/2027
906,671,MELBOURNE PATHOLOGY,PATH SE KILMORE M/C 36-38 MELBOURNE ST,KILMORE VIC 3764,17/05/2004,30/06/2027
906,672,MELBOURNE PATHOLOGY,SUITE 2 159 JASPER RD,BENTLEIGH VIC 3204,17/05/2004,30/06/2027
906,676,MELBOURNE PATHOLOGY,SE 2 L 9 24-28 COLLINS ST,MELBOURNE VIC 3000,17/05/2004,30/06/2027
906,677,MELBOURNE PATHOLOGY,MULGRAVE PRIVATE HOSPITAL 48 BLANTON DR,MULGRAVE VIC 3170,17/05/2004,30/06/2027
906,678,MELBOURNE PATHOLOGY,PATH SE I-MED RADIOLOGY 25 GRIMSHAW ST,GREENSBOROUGH VIC 3088,17/05/2004,30/06/2027
906,679,MELBOURNE PATHOLOGY,EPWORTH FREEMASONS SE 111 320 VICTORIA PDE,EAST MELBOURNE VIC 3002,17/05/2004,30/06/2027
906,681,MELBOURNE PATHOLOGY,SHOP 1 1057 BURWOOD HWY,FERNTREE GULLY VIC 3156,17/05/2004,30/06/2027
906,682,MELBOURNE PATHOLOGY,SE 11 FL 1 210 BURGUNDY ST,HEIDELBERG VIC 3084,17/05/2004,30/06/2027
906,683,MELBOURNE PATHOLOGY,CHANDLER RD MC PATH SE 127 CHANDLER RD,NOBLE PARK VIC 3174,17/05/2004,30/06/2027
906,685,MELBOURNE PATHOLOGY,PATH SE MELTON MEDICAL CLN 95 UNITT ST,MELTON VIC 3337,17/05/2004,30/06/2027
906,686,MELBOURNE PATHOLOGY,MCDONALD ST MEDICAL CENTRE 4-6 MCDONALD ST,MORDIALLOC VIC 3195,17/05/2004,30/06/2027
906,690,MELBOURNE PATHOLOGY,PATH SE MEDI7 ST KILDA RD SE 2A G 517 ST KILDA RD,MELBOURNE VIC 3000,17/05/2004,30/06/2027
906,694,MELBOURNE PATHOLOGY,22 CARPENTER ST,BRIGHTON VIC 3186,17/05/2004,30/06/2027
906,698,MELBOURNE PATHOLOGY,ASHBURTON HEALTH SUITES SE 2 330 HIGH ST,ASHBURTON VIC 3147,17/05/2004,30/06/2027
906,699,MELBOURNE PATHOLOGY,G 30 ELEANOR ST,FOOTSCRAY VIC 3011,17/05/2004,30/06/2027
906,700,MELBOURNE PATHOLOGY,471 BALCOMBE RD,BEAUMARIS VIC 3193,17/05/2004,30/06/2027
906,701,MELBOURNE PATHOLOGY,PS REAR OF JOSEPH BANKS MC 3 JOSEPH BANKS CRES,ENDEAVOUR HILLS VIC 3802,17/05/2004,30/06/2027
906,705,MELBOURNE PATHOLOGY,PATH SE EUROA MEDICAL F/P 90 BINNEY ST,EUROA VIC 3666,17/05/2004,30/06/2027
906,707,MELBOURNE PATHOLOGY,EAST DONCASTER MED GROUP 191 BLACKBURN RD,DONCASTER EAST VIC 3109,17/05/2004,30/06/2027
906,709,MELBOURNE PATHOLOGY,PATH SE DANDENONG CITY CLC 9-11 PULTNEY ST,DANDENONG VIC 3175,17/05/2004,30/06/2027
906,710,MELBOURNE PATHOLOGY,PATH SE GLEN WAVERLEY SP/C 238 SPRINGVALE RD,GLEN WAVERLEY VIC 3150,17/05/2004,30/06/2027
906,711,MELBOURNE PATHOLOGY,PATH SUITE LALOR CLINIC L 1 1 MESSMATE ST,LALOR VIC 3075,17/05/2004,30/06/2027
906,712,MELBOURNE PATHOLOGY,PATH SE NARRE WARREN M/C 3 MALCOLM CT,NARRE WARREN VIC 3805,17/05/2004,30/06/2027
906,714,MELBOURNE PATHOLOGY,SE 5 FL 1 252-256 CLAYTON RD,CLAYTON VIC 3168,17/05/2004,30/06/2027
906,718,MELBOURNE PATHOLOGY,PATH SE AT DURHAM RD CLC 141 DURHAM RD,SUNSHINE VIC 3020,17/05/2004,30/06/2027
906,719,MELBOURNE PATHOLOGY,2 LAWSON PDE,HIGHETT VIC 3190,17/05/2004,30/06/2027
906,721,DOUGLASS HANLY MOIR PATH,MT DRUITT CENTRAL SHOP T31 10 ZOE PL,MOUNT DRUITT NSW 2770,01/07/2008,30/06/2027
906,723,MELBOURNE PATHOLOGY,PATH SE EDWARD ST SPEC CTR 16 EDWARD ST,MITCHAM VIC 3132,17/05/2004,30/06/2027
906,724,MELBOURNE PATHOLOGY,PATH SE 4 THE MEDICAL CLNC 39 WALLACE ST,BEACONSFIELD VIC 3807,17/05/2004,30/06/2027
906,726,MELBOURNE PATHOLOGY,PATH SUITE NILLUMBIK M/C 1078 MAIN RD,ELTHAM VIC 3095,17/05/2004,30/06/2027
906,727,MELBOURNE PATHOLOGY,PATH SE SHERBOURNE RD MED 111 SHERBOURNE RD,MONTMORENCY VIC 3094,17/05/2004,30/06/2027
906,729,MELBOURNE PATHOLOGY,PATH SE VERMONT HEALTH CARE 5 BORONIA RD,VERMONT VIC 3133,17/05/2004,30/06/2027
906,730,MELBOURNE PATHOLOGY,PATH SE INTERHLTH MED CLC 108-110 CENTRE DANDENONG RD,DINGLEY VILLAGE VIC 3172,17/05/2004,30/06/2027
906,731,MELBOURNE PATHOLOGY,PATH SE DUNDAS ST MED CLN 4 DUNDAS ST,THORNBURY VIC 3071,17/05/2004,30/06/2027
906,734,MELBOURNE PATHOLOGY,U 1 59 WHITEHORSE RD,DEEPDENE VIC 3103,17/05/2004,30/06/2027
906,735,MELBOURNE PATHOLOGY,"PATH SE, THE BAYS HOSPITAL G 0 VALE ST",MORNINGTON VIC 3931,17/05/2004,30/06/2027
906,736,MELBOURNE PATHOLOGY,45A HALL ST,MOONEE PONDS VIC 3039,17/05/2004,30/06/2027
906,737,MELBOURNE PATHOLOGY,PTH RM SOUTH COAST MEDICAL 2841 POINT NEPEAN RD,BLAIRGOWRIE VIC 3942,17/05/2004,30/06/2027
906,741,DOUGLASS HANLY MOIR PATH,SE 205 L 2 CLINIC BLDG 2 TECHNOLOGY PL,NORTH RYDE NSW 2113,01/07/2008,30/06/2027
906,747,MELBOURNE PATHOLOGY,PATH RM DIAMOND VALLEY CLC 126 MAIN HURSTBRIDGE RD,DIAMOND CREEK VIC 3089,17/05/2004,30/06/2027
906,748,MELBOURNE PATHOLOGY,PATH SE TI-TREE FAM DRS G 118 MT ELIZA WAY,MT ELIZA VIC 3930,17/05/2004,30/06/2027
906,749,MELBOURNE PATHOLOGY,MANNINGHAM MEDICAL CENTRE SE 403 200 HIGH ST,TEMPLESTOWE LOWE VIC 3107,17/05/2004,30/06/2027
906,752,CLINIPATH PATHOLOGY,U 3 1 THE GATEWAY,EDGEWATER WA 6027,01/07/2008,30/06/2027
906,755,MELBOURNE PATHOLOGY,SUITE 8.01 AND SUITE 8.02 L 8 267 COLLINS ST,MELBOURNE VIC 3000,17/05/2004,30/06/2027
906,761,SULLIVAN NICOLAIDES PATH,PTH SE QLD X-RAY TNCY SH 2B G 318-324 MULGRAVE RD,WESTCOURT QLD 4870,10/05/2004,30/06/2027
906,764,SULLIVAN NICOLAIDES PATH,MIDDLE RIDGE VILLAGE SHOP 8 156-158 SPRING ST,TOOWOOMBA QLD 4350,31/05/2004,30/06/2027
906,765,MELBOURNE PATHOLOGY,U 1 22 VICTORIA CRES,ST ALBANS VIC 3021,22/06/2004,30/06/2027
906,768,DOUGLASS HANLY MOIR PATHOLO,U 2 100 OLD BATHURST RD,EMU PLAINS NSW 2750,05/07/2004,30/06/2027
906,769,DOUGLASS HANLY MOIR PATH,SE 2 G 31-33 LAWSON ST,PENRITH NSW 2750,10/07/2004,30/06/2027
906,770,MELBOURNE PATHOLOGY,G 243 KOORNANG RD,CARNEGIE VIC 3163,05/07/2004,30/06/2027
906,773,CLINIPATH PATHOLOGY,PATHOLOGY SUITE 205 SPENCER ST,SOUTH BUNBURY WA 6230,12/07/2004,30/06/2027
906,775,SOUTHERN IML PATHOLOGY,SEC A P/A RM9 FF BULLI M/P G 74 PARK RD,BULLI NSW 2516,19/07/2004,30/06/2027
906,778,MELBOURNE PATHOLOGY,PATH ROOM BRIGHTON SPEC CTR 110 BAY ST,BRIGHTON VIC 3186,26/07/2004,30/06/2027
906,782,DOUGLASS HANLY MOIR PATH,PATH RM GOOD SAMARITAN MC 46 NUWARRA RD,CHIPPING NORTON NSW 2170,23/08/2004,30/06/2027
906,786,MELBOURNE PATHOLOGY,PTH SE BRIGHTON FAM/WMNS CL 767 NEPEAN HWY,BRIGHTON EAST VIC 3187,01/07/2008,30/06/2027
906,788,SULLIVAN NICOLAIDES PATH,"RMS 2,3 & 4 WHARF ST OFF 1 WHARF ST",MACLEAN NSW 2463,01/09/2004,30/06/2027
906,790,MELBOURNE PATHOLOGY,48 CHESTERVILLE RD,CHELTENHAM VIC 3192,01/07/2008,30/06/2027
906,792,DOUGLASS HANLY MOIR PATH,SHOP 4 G 44-46 MARCO AVE,REVESBY NSW 2212,16/09/2004,30/06/2027
906,794,DOUGLASS HANLY MOIR PATH,NEWPORT MED CTR SE 5 L 1 1 KALINYA ST,NEWPORT NSW 2106,06/10/2004,30/06/2027
906,798,DOUGLASS HANLY MOIR PATH,SONIC PATHOLOGY SUITE SE 1 35 ELBOW ST,KEMPSEY NSW 2440,01/07/2008,30/06/2027
906,803,CLINIPATH PATHOLOGY,PATH SE APPLECROSS MED GRP FL 1 762-764 CANNING HWY,APPLECROSS WA 6153,27/11/2004,30/06/2027
906,806,CLINIPATH PATHOLOGY,PTH RM SCARBOROUGH BEACH MC 37 SCARBOROUGH BEACH RD,SCARBOROUGH WA 6019,27/11/2004,30/06/2027
906,807,CLINIPATH PATHOLOGY,PATH RM GWELUP MED CTR 698 NORTH BEACH RD,GWELUP WA 6018,27/11/2004,30/06/2027
906,809,CAPITAL PATHOLOGY,ACADEMIE HOUSE U 8 G 34 MARCUS CLARKE ST,CANBERRA ACT 2601,01/07/2008,30/06/2027
906,811,CLINIPATH PATHOLOGY,SHOP 12-14 G 378 WELLINGTON ST,PERTH WA 6000,27/11/2004,30/06/2027
906,812,SULLIVAN NICOLAIDES PATH,SHOP 1 X-RAY & IMAGING 49 BADEN POWELL ST,MAROOCHYDORE QLD 4558,01/07/2008,30/06/2027
906,817,DOUGLASS HANLY MOIR PATH,PATH SE ASSOCIATED MED CTR L 2 10-12 AMY ST,CAMPSIE NSW 2194,27/11/2004,30/06/2027
906,820,DOUGLASS HANLY MOIR PATH,THE MATER CLINIC SE G03 G 3-9 GILLIES ST,NORTH SYDNEY NSW 2060,01/07/2008,30/06/2027
906,822,DOUGLASS HANLY MOIR PATH,SOUTHRN SUBURBS DERMATOLOGY L 2 47 REGENT ST,KOGARAH NSW 2217,27/11/2004,30/06/2027
906,827,DOUGLASS HANLY MOIR PATH,SUITE 102 FL 1 398 VICTORIA AVE,CHATSWOOD NSW 2067,06/12/2004,30/06/2027
906,829,SULLIVAN NICOLAIDES PATH,APOLLO CENTRAL SHOP 3 75 BOWMAN RD,CALOUNDRA QLD 4551,10/01/2005,30/06/2027
906,831,NORTH WEST PATHOLOGY,PATH SE NORTH WEST MED CTR G 21 BRICKPORT RD,BURNIE TAS 7320,21/12/2004,30/06/2027
906,833,LAUNCESTON PATHOLOGY,LOT 3 67-71 FREDERICK ST,LAUNCESTON TAS 7250,21/12/2004,30/06/2027
906,840,NORTH WEST PATHOLOGY,BLEEDING ROOMS 1 & 2 G 10-11 MARINE TCE,BURNIE TAS 7320,21/12/2004,30/06/2027
906,843,SULLIVAN NICOLAIDES PATH,SHOP 7 BOWEN CENTRAL VLGE 24 LIVINGSTONE ST,BOWEN QLD 4805,01/07/2008,30/06/2027
906,844,HOBART PATHOLOGY,SHOP 8 7 JOHN ST,KINGSTON TAS 7050,21/12/2004,30/06/2027
906,848,SULLIVAN NICOLAIDES PATH,"LOWOOD MEDICAL CENTRE RM 1, 2&3 8 MICHEL ST",LOWOOD QLD 4311,21/12/2004,30/06/2027
906,849,SULLIVAN NICOLAIDES PATH,SHOP 2 GF 673 DAVID LOW WAY,MUDJIMBA QLD 4564,21/12/2004,30/06/2027
906,853,SULLIVAN NICOLAIDES PATH,URANGAN CENTRAL SC SHOP 18 119 ELIZABETH ST,URANGAN QLD 4655,21/12/2004,30/06/2027
906,859,DOUGLASS HANLY MOIR PATH,PATH RM ST ANDREWS M/C SHOP 13 91 BALLANTRAE DR,ST ANDREWS NSW 2566,24/01/2005,30/06/2027
906,861,SULLIVAN NICOLAIDES PATH,CASINO RSM CONVENIENCE CTR SHOP 4 164 CANTERBURY ST,CASINO NSW 2470,14/02/2005,30/06/2027
906,864,SULLIVAN NICOLAIDES PATH,LEASE D 58 MIDDLE ST,CHINCHILLA QLD 4413,01/07/2008,30/06/2027
906,867,DOUGLASS HANLY MOIR PATH,LOCK UP SHOP G 369 PACIFIC HWY,ASQUITH NSW 2077,14/03/2005,30/06/2027
906,868,DOUGLASS HANLY MOIR PATH,83 OTHO ST,INVERELL NSW 2360,04/03/2005,30/06/2027
906,870,SULLIVAN NICOLAIDES PATH,SHOP 1B GROUND FLOOR 47 TWEED COAST RD,BOGANGAR NSW 2488,21/03/2005,30/06/2027
906,872,MELBOURNE PATHOLOGY,PATH RM THOMASTOWN CONS RMS 113 HIGH ST,THOMASTOWN VIC 3074,21/03/2005,30/06/2027
906,877,MELBOURNE PATHOLOGY,PATH SE VALEWOOD CLINIC G 1-3 WANDA ST,MULGRAVE VIC 3170,02/05/2005,30/06/2027
906,881,MELBOURNE PATHOLOGY,PATH SE MLB INST PLST SURGY G 253 WATTLETREE RD,MALVERN VIC 3144,01/06/2005,30/06/2027
906,882,MELBOURNE PATHOLOGY,PATH RM DRYSDALE CLINIC 15 COLLINS ST,DRYSDALE VIC 3222,06/06/2005,30/06/2027
906,884,SULLIVAN NICOLAIDES PATH,G 12 GILL ST,CHARTERS TOWERS QLD 4820,04/07/2005,30/06/2027
906,885,SULLIVAN NICOLAIDES PATH,PATH TARINGA CENTRAL SHOP 16 L 1 165 MOGGILL RD,TARINGA QLD 4068,25/07/2005,30/06/2027
906,887,SOUTHERN IML PATHOLOGY,PATH SE ILLAWARRA FAM M/C L 1 338-340 CROWN ST,WOLLONGONG NSW 2500,01/08/2005,30/06/2027
906,891,DOUGLASS HANLY MOIR PATH,SUITE 5 38 RAILWAY RD,MARAYONG NSW 2148,08/08/2005,30/06/2027
906,897,SULLIVAN NICOLAIDES PATH,PATH SE REDLYNCH MED CNTR SHOP 11 20 LARSEN RD,REDLYNCH QLD 4870,17/08/2005,30/06/2027
906,898,CLINPATH LABORATORIES,CLINPATH GRAND MED SEAFORD 672 GRAND BVD,SEAFORD MEADOWS SA 5169,05/09/2005,30/06/2027
906,903,SULLIVAN NICOLAIDES PATH,TENANCY 1C 10 CHURCHILL ST,IPSWICH QLD 4305,19/09/2005,30/06/2027
906,904,MELBOURNE PATHOLOGY,PATH SE THE HASTINGS CLINIC 44 VICTORIA ST,HASTINGS VIC 3915,01/09/2005,30/06/2027
906,906,CLINIPATH PATHOLOGY,BEACONSFIELD PLAZA S/C SHOP 13 115 LEFROY RD,BEACONSFIELD WA 6162,19/09/2005,30/06/2027
906,907,MELBOURNE PATHOLOGY,"PATH SE, HEALTHWORKS HC FL 1 226 HIGH ST",KANGAROO FLAT VIC 3555,05/09/2005,30/06/2027
906,908,CLINPATH LABORATORIES,OFF 2 & WAIT 2 RUSSELL CLC 202 MAIN RD,BLACKWOOD SA 5051,19/09/2005,30/06/2027
906,911,CLINIPATH PATHOLOGY,PTH RM FORRESTFIELD M/C SE 1 76 HALE RD,FORRESTFIELD WA 6058,03/10/2005,30/06/2027
906,913,CLINIPATH PATHOLOGY,PATH SE NORANDA MED CTR U 1 46 BENARA RD,NORANDA WA 6062,03/10/2005,30/06/2027
906,915,MELBOURNE PATHOLOGY,GROUND FLOOR 8 TREADWELL RD,ESSENDON NORTH VIC 3041,19/09/2005,30/06/2027
906,919,DOUGLASS HANLY MOIR PATH,34 SWIFT ST,WELLINGTON NSW 2820,23/09/2005,30/06/2027
906,927,SULLIVAN NICOLAIDES PATH,EVERTON PLAZA S/C SHOP 31 791 STAFFORD RD,EVERTON PARK QLD 4053,01/07/2005,30/06/2027
906,928,MELBOURNE PATHOLOGY,PATH SE BAYSIDE MEDICAL 41 COMO PDE E,MENTONE VIC 3194,17/10/2005,30/06/2027
906,929,CLINIPATH PATHOLOGY,U 12 162 WANNEROO RD,YOKINE WA 6060,31/10/2005,30/06/2027
906,932,SULLIVAN NICOLAIDES PATH,PATH RM WELSBY PARADE M/C SHOP 3 85 WELSBY PDE,BONGAREE QLD 4507,07/12/2005,30/06/2027
906,933,SULLIVAN NICOLAIDES PATH,"MOONEE MARKET, SH SR07 2B MOONEE BEACH RD",MOONEE BEACH NSW 2450,07/12/2005,30/06/2027
906,934,SULLIVAN NICOLAIDES PATH,SHOP 17A 9 SHILLINGTON PL,WISHART QLD 4122,07/12/2005,30/06/2027
906,937,SULLIVAN NICOLAIDES PATH,TENANCY A G 47 YANDILLA ST,PITTSWORTH QLD 4356,03/01/2006,30/06/2027
906,938,SULLIVAN NICOLAIDES PATH,TANNUM FAM PRAC SH 1&2 101 HAMPTON DR,TANNUM SANDS QLD 4680,07/12/2005,30/06/2027
906,939,MELBOURNE PATHOLOGY,26 WILLIAM ST,CRANBOURNE VIC 3977,01/12/2005,30/06/2027
906,941,DOUGLASS HANLY MOIR PATH,WESTFIELD TUGGERAH SHOP 1071 L 1 50 WYONG RD,TUGGERAH NSW 2259,19/12/2005,30/06/2027
